InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
537154,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,4,2010-12-05 13:05:00,2.55,15808.0,United Kingdom
536591,90214V,"LETTER ""V"" BLING KEY RING",1,2010-12-01 16:57:00,1.25,14606.0,United Kingdom
575851,23378,PACK OF 12 50'S CHRISTMAS TISSUES,3,2011-11-11 12:13:00,0.39,14662.0,United Kingdom
577495,82483,WOOD 2 DRAWER CABINET WHITE FINISH,1,2011-11-20 12:20:00,6.95,14704.0,United Kingdom
544846,79321,CHILLI LIGHTS,4,2011-02-24 11:11:00,5.75,16719.0,United Kingdom
544921,22636,CHILDS BREAKFAST SET CIRCUS PARADE,12,2011-02-24 16:35:00,7.65,17090.0,United Kingdom
556520,23052,RECYCLED ACAPULCO MAT TURQUOISE,1,2011-06-13 11:10:00,8.25,14177.0,United Kingdom
555538,22185,SLATE TILE NATURAL HANGING,12,2011-06-05 12:39:00,1.65,14512.0,United Kingdom
546855,22892,SET OF SALT AND PEPPER TOADSTOOLS,6,2011-03-17 13:58:00,1.25,18168.0,United Kingdom
572767,85014A,BLACK/BLUE POLKADOT UMBRELLA,3,2011-10-26 10:11:00,5.95,17865.0,United Kingdom
578826,84029E,RED WOOLLY HOTTIE WHITE HEART.,3,2011-11-25 14:24:00,4.25,17329.0,United Kingdom
555583,21864,UNION JACK FLAG PASSPORT COVER ,6,2011-06-06 09:03:00,2.1,13534.0,United Kingdom
551400,22383,LUNCH BAG SUKI DESIGN ,20,2011-04-28 13:18:00,1.65,17160.0,United Kingdom
542103,22915,ASSORTED BOTTLE TOP  MAGNETS ,12,2011-01-25 13:26:00,0.42,13198.0,United Kingdom
579093,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,40,2011-11-28 10:54:00,2.55,13081.0,United Kingdom
573315,23301,GARDENERS KNEELING PAD KEEP CALM ,1,2011-10-28 17:27:00,1.65,17839.0,United Kingdom
561584,48187,DOORMAT NEW ENGLAND,2,2011-07-28 10:38:00,7.95,13534.0,United Kingdom
565465,22596,CHRISTMAS STAR WISH LIST CHALKBOARD,12,2011-09-05 09:46:00,1.25,15364.0,United Kingdom
551776,17003,BROCADE RING PURSE ,36,2011-05-04 11:23:00,0.29,13268.0,United Kingdom
572069,23310,BUBBLEGUM RING ASSORTED,36,2011-10-20 13:24:00,0.42,14911.0,EIRE
546861,22561,WOODEN SCHOOL COLOURING SET,12,2011-03-17 15:03:00,1.65,14911.0,EIRE
570843,23035,DRAWER KNOB CERAMIC IVORY,12,2011-10-12 14:22:00,1.45,17293.0,United Kingdom
572330,22403,MAGNETS PACK OF 4 VINTAGE LABELS ,1,2011-10-24 10:17:00,0.39,16426.0,United Kingdom
543591,22859,EASTER TIN BUNNY BOUQUET,6,2011-02-10 11:46:00,1.65,13854.0,United Kingdom
570672,22483,RED GINGHAM TEDDY BEAR ,6,2011-10-11 14:52:00,2.95,12536.0,France
542911,POST,POSTAGE,1,2011-02-01 15:41:00,40.0,12676.0,Sweden
567165,47421,ASSORTED COLOUR LIZARD SUCTION HOOK,4,2011-09-18 11:58:00,0.42,17841.0,United Kingdom
536783,22454,MEASURING TAPE BABUSHKA RED,48,2010-12-02 15:19:00,2.55,15061.0,United Kingdom
575083,20981,12 PENCILS TALL TUBE WOODLAND,48,2011-11-08 13:31:00,0.85,18123.0,United Kingdom
544667,21917,SET 12 KIDS  WHITE CHALK STICKS,288,2011-02-22 15:09:00,0.36,17511.0,United Kingdom
537888,22732,3D VINTAGE CHRISTMAS STICKERS ,18,2010-12-09 10:04:00,1.25,15358.0,United Kingdom
578995,22537,MAGIC DRAWING SLATE DINOSAUR,4,2011-11-27 15:59:00,0.42,15861.0,United Kingdom
562031,22361,GLASS JAR DAISY FRESH COTTON WOOL,2,2011-08-01 17:37:00,2.95,16984.0,United Kingdom
539252,22610,PENS ASSORTED FUNNY FACE,72,2010-12-16 14:17:00,0.21,17744.0,United Kingdom
547374,22427,ENAMEL FLOWER JUG CREAM,1,2011-03-22 13:54:00,5.95,16110.0,United Kingdom
538687,22961,JAM MAKING SET PRINTED,96,2010-12-14 09:50:00,1.25,13324.0,United Kingdom
539475,21219,SET/4 BADGES BALLOON GIRL,10,2010-12-19 14:41:00,1.25,16686.0,United Kingdom
564079,22077,6 RIBBONS RUSTIC CHARM,12,2011-08-22 15:55:00,1.65,12627.0,Germany
579491,23504,PLAYING CARDS JUBILEE UNION JACK,8,2011-11-29 15:23:00,1.25,14723.0,United Kingdom
542231,21820,GLITTER HEART GARLAND WITH BELLS ,6,2011-01-26 13:40:00,3.75,16714.0,United Kingdom
565472,82494L,WOODEN FRAME ANTIQUE WHITE ,2,2011-09-05 10:15:00,2.95,16255.0,United Kingdom
578069,23207,LUNCH BAG ALPHABET DESIGN,10,2011-11-22 15:49:00,1.65,14329.0,United Kingdom
553894,22423,REGENCY CAKESTAND 3 TIER,6,2011-05-19 17:15:00,12.75,13658.0,United Kingdom
577495,82486,3 DRAWER ANTIQUE WHITE WOOD CABINET,2,2011-11-20 12:20:00,8.95,14704.0,United Kingdom
541784,22723,SET OF 6 HERB TINS SKETCHBOOK,4,2011-01-21 12:37:00,3.95,17277.0,United Kingdom
575856,23306,SET OF 36 PANTRY PAPER DOILIES,1,2011-11-11 12:28:00,1.45,16386.0,United Kingdom
563735,22551,PLASTERS IN TIN SPACEBOY,1,2011-08-18 18:15:00,1.65,16743.0,United Kingdom
579619,23560,SET OF 6 RIBBONS COUNTRY STYLE,12,2011-11-30 12:10:00,2.89,18241.0,United Kingdom
570672,21915,RED  HARMONICA IN BOX ,12,2011-10-11 14:52:00,1.25,12536.0,France
538077,48138,DOORMAT UNION FLAG,3,2010-12-09 14:19:00,7.95,14667.0,United Kingdom
548801,84991,60 TEATIME FAIRY CAKE CASES,24,2011-04-04 12:44:00,0.55,15289.0,United Kingdom
565759,23403,LETTER HOLDER HOME SWEET HOME,4,2011-09-06 13:46:00,3.75,12720.0,Germany
569211,23410,CURIO CABINET LINEN AND LACE ,1,2011-10-02 12:04:00,8.15,15774.0,United Kingdom
574573,22607,WOODEN ROUNDERS GARDEN SET ,1,2011-11-04 16:35:00,9.95,14592.0,United Kingdom
537047,22601,CHRISTMAS RETROSPOT ANGEL WOOD,5,2010-12-05 11:02:00,0.85,13069.0,United Kingdom
554275,21063,PARTY INVITES JAZZ HEARTS,4,2011-05-23 13:17:00,0.85,14903.0,United Kingdom
550820,84879,ASSORTED COLOUR BIRD ORNAMENT,16,2011-04-21 08:43:00,1.69,13148.0,United Kingdom
563745,23204,CHARLOTTE BAG APPLES DESIGN,20,2011-08-19 09:38:00,0.85,15159.0,United Kingdom
553190,22479,DAISY GARDEN MARKER,1,2011-05-15 13:14:00,1.25,15164.0,United Kingdom
544301,22536,MAGIC DRAWING SLATE PURDEY,1,2011-02-17 12:59:00,0.42,14606.0,United Kingdom
555835,21061,PARTY INVITES FOOTBALL,1,2011-06-07 12:34:00,0.85,14525.0,United Kingdom
538097,22439,6 ROCKET BALLOONS ,24,2010-12-09 14:56:00,0.65,15192.0,United Kingdom
547658,22228,BUNNY WOODEN PAINTED WITH BIRD ,2,2011-03-24 13:04:00,0.85,13736.0,United Kingdom
557129,21756,BATH BUILDING BLOCK WORD,2,2011-06-16 19:59:00,5.95,17841.0,United Kingdom
569893,21929,JUMBO BAG PINK VINTAGE PAISLEY,10,2011-10-06 15:51:00,2.08,12627.0,Germany
537794,22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,2,2010-12-08 13:01:00,2.95,16713.0,United Kingdom
548617,15036,ASSORTED COLOURS SILK FAN,12,2011-04-01 11:50:00,0.83,16592.0,United Kingdom
559894,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,1,2011-07-13 12:06:00,0.55,14159.0,United Kingdom
572650,23207,LUNCH BAG ALPHABET DESIGN,1,2011-10-25 12:00:00,1.65,15506.0,United Kingdom
567184,23295,SET OF 12 MINI LOAF BAKING CASES,2,2011-09-18 15:41:00,0.83,16033.0,United Kingdom
548160,71270,PHOTO CLIP LINE,36,2011-03-29 13:33:00,1.25,16253.0,United Kingdom
556876,21989,PACK OF 20 SKULL PAPER NAPKINS,1,2011-06-15 11:56:00,0.85,16241.0,United Kingdom
571905,22767,TRIPLE PHOTO FRAME CORNICE ,4,2011-10-19 14:51:00,9.95,12370.0,Cyprus
569246,21031,SPACE CADET BLACK,1,2011-10-03 09:57:00,2.46,14096.0,United Kingdom
540473,21219,SET/4 BADGES BALLOON GIRL,4,2011-01-07 14:31:00,1.25,17284.0,United Kingdom
565682,23240,SET OF 4 KNICK KNACK TINS DOILY ,1,2011-09-06 10:42:00,4.15,14796.0,United Kingdom
570008,23352,ROLL WRAP 50'S RED CHRISTMAS ,12,2011-10-07 09:30:00,1.25,13359.0,United Kingdom
552560,21931,JUMBO STORAGE BAG SUKI,10,2011-05-10 11:48:00,2.08,17581.0,United Kingdom
547652,22260,FELT EGG COSY BLUE RABBIT ,1,2011-03-24 12:15:00,0.85,14606.0,United Kingdom
579158,23503,PLAYING CARDS KEEP CALM & CARRY ON,12,2011-11-28 13:53:00,1.25,17188.0,United Kingdom
567890,20726,LUNCH BAG WOODLAND,10,2011-09-22 15:40:00,1.65,14125.0,United Kingdom
546316,21232,STRAWBERRY CERAMIC TRINKET BOX,12,2011-03-11 08:59:00,1.25,17076.0,United Kingdom
566055,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,24,2011-09-08 15:05:00,1.25,15453.0,United Kingdom
563425,22732,3D VINTAGE CHRISTMAS STICKERS ,18,2011-08-16 11:37:00,1.25,15140.0,United Kingdom
565918,22445,PENCIL CASE LIFE IS BEAUTIFUL,2,2011-09-07 16:27:00,2.95,13249.0,United Kingdom
550315,22904,CALENDAR PAPER CUT DESIGN,12,2011-04-17 11:44:00,2.95,17990.0,United Kingdom
566817,23199,JUMBO BAG APPLES,30,2011-09-15 10:53:00,2.08,16160.0,United Kingdom
537209,20971,PINK BLUE FELT CRAFT TRINKET BOX,1,2010-12-05 15:12:00,1.25,14606.0,United Kingdom
549245,22385,JUMBO BAG SPACEBOY DESIGN,1,2011-04-07 11:59:00,2.08,15005.0,United Kingdom
578315,23096,PETIT TRAY CHIC,12,2011-11-23 16:34:00,1.65,17725.0,United Kingdom
569361,23318,BOX OF 6 MINI VINTAGE CRACKERS,6,2011-10-03 14:59:00,2.49,16183.0,United Kingdom
566482,23402,HOME SWEET HOME 3 PEG HANGER ,8,2011-09-13 09:43:00,3.75,16609.0,United Kingdom
577861,82580,BATHROOM METAL SIGN,12,2011-11-22 11:28:00,0.55,13924.0,United Kingdom
550017,21175,GIN + TONIC DIET METAL SIGN,12,2011-04-14 11:07:00,2.55,17865.0,United Kingdom
550468,22150,3 STRIPEY MICE FELTCRAFT,6,2011-04-18 13:43:00,1.95,16700.0,United Kingdom
574715,22111,SCOTTIE DOG HOT WATER BOTTLE,9,2011-11-06 14:33:00,4.95,14135.0,United Kingdom
576364,23408,PHOTO FRAME LINEN AND LACE SMALL,6,2011-11-14 17:40:00,2.08,15009.0,United Kingdom
578517,48194,DOORMAT HEARTS,4,2011-11-24 13:53:00,8.25,16523.0,United Kingdom
553363,82482,WOODEN PICTURE FRAME WHITE FINISH,6,2011-05-16 14:19:00,2.55,13650.0,United Kingdom
539920,21890,S/6 WOODEN SKITTLES IN COTTON BAG,2,2010-12-23 11:06:00,2.95,14085.0,United Kingdom
556263,22374,AIRLINE BAG VINTAGE JET SET RED,1,2011-06-09 18:41:00,4.25,13969.0,United Kingdom
579885,20775,DAISY NOTEBOOK ,3,2011-11-30 17:37:00,1.65,15444.0,United Kingdom
554157,20719,WOODLAND CHARLOTTE BAG,2,2011-05-23 11:33:00,0.85,18283.0,United Kingdom
543118,22815,CARD PSYCHEDELIC APPLES,12,2011-02-03 13:31:00,0.42,13842.0,United Kingdom
573038,23309,SET OF 60 I LOVE LONDON CAKE CASES ,1,2011-10-27 13:48:00,0.55,17545.0,United Kingdom
560249,22141,CHRISTMAS CRAFT TREE TOP ANGEL,1,2011-07-17 12:26:00,2.1,17571.0,United Kingdom
577052,22801,ANTIQUE GLASS PEDESTAL BOWL,2,2011-11-17 14:08:00,3.75,17397.0,United Kingdom
574660,22998,TRAVEL CARD WALLET KEEP CALM,1,2011-11-06 11:55:00,0.42,15407.0,United Kingdom
573335,22846,BREAD BIN DINER STYLE RED ,1,2011-10-30 11:35:00,16.95,15059.0,United Kingdom
572541,21534,DAIRY MAID LARGE MILK JUG,1,2011-10-24 16:20:00,4.95,17315.0,United Kingdom
568686,23367,SET 12 COLOUR PENCILS SPACEBOY ,1,2011-09-28 14:26:00,0.65,16115.0,United Kingdom
538418,85049E,SCANDINAVIAN REDS RIBBONS,2,2010-12-12 12:00:00,1.25,17372.0,United Kingdom
569530,22713,CARD I LOVE LONDON ,12,2011-10-04 14:58:00,0.42,17957.0,United Kingdom
577469,21977,PACK OF 60 PINK PAISLEY CAKE CASES,6,2011-11-20 11:25:00,0.55,15009.0,United Kingdom
568800,22144,CHRISTMAS CRAFT LITTLE FRIENDS,12,2011-09-29 10:45:00,2.1,14868.0,United Kingdom
551013,22839,3 TIER CAKE TIN GREEN AND CREAM,1,2011-04-26 10:54:00,14.95,15108.0,European Community
576779,21914,BLUE HARMONICA IN BOX ,4,2011-11-16 13:25:00,1.25,14554.0,United Kingdom
579196,22973,CHILDREN'S CIRCUS PARADE MUG,1,2011-11-28 15:54:00,3.29,14096.0,United Kingdom
572552,22759,SET OF 3 NOTEBOOKS IN PARCEL,12,2011-10-24 17:07:00,3.29,14096.0,United Kingdom
572746,23187,FRENCH STYLE STORAGE JAR BONBONS,6,2011-10-25 16:30:00,0.29,13263.0,United Kingdom
568665,22383,LUNCH BAG SUKI DESIGN ,10,2011-09-28 12:52:00,1.65,13018.0,United Kingdom
562031,23184,BULL DOG BOTTLE OPENER,2,2011-08-01 17:37:00,4.95,16984.0,United Kingdom
576392,23395,BELLE JARDINIERE CUSHION COVER,24,2011-11-15 10:17:00,3.75,15105.0,United Kingdom
551824,16235,RECYCLED PENCIL WITH RABBIT ERASER,60,2011-05-04 12:32:00,0.21,15128.0,United Kingdom
549047,22801,ANTIQUE GLASS PEDESTAL BOWL,2,2011-04-06 10:07:00,3.75,17783.0,United Kingdom
580101,22192,BLUE DINER WALL CLOCK,2,2011-12-01 15:12:00,8.5,15144.0,United Kingdom
554077,84406B,CREAM CUPID HEARTS COAT HANGER,4,2011-05-22 11:34:00,4.15,13972.0,United Kingdom
559895,21137,BLACK RECORD COVER FRAME,48,2011-07-13 12:06:00,3.39,14110.0,United Kingdom
565427,22728,ALARM CLOCK BAKELIKE PINK,2,2011-09-04 12:49:00,3.75,17774.0,United Kingdom
581407,85150,LADIES & GENTLEMEN METAL SIGN,3,2011-12-08 13:59:00,2.55,13263.0,United Kingdom
579690,35471D,SET OF 3 BIRD LIGHT PINK FEATHER ,2,2011-11-30 14:03:00,0.39,15060.0,United Kingdom
537829,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,18,2010-12-08 14:46:00,2.95,15498.0,United Kingdom
580872,22614,PACK OF 12 SPACEBOY TISSUES,2,2011-12-06 12:02:00,0.39,18283.0,United Kingdom
557268,21868,POTTING SHED TEA MUG,12,2011-06-19 11:26:00,1.25,13097.0,United Kingdom
550191,85144,JARDIN ETCHED GLASS CHEESE DISH,3,2011-04-14 19:59:00,1.95,16806.0,United Kingdom
557892,23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,1,2011-06-23 14:11:00,1.65,14534.0,United Kingdom
570380,21900,"KEY FOB , SHED",1,2011-10-10 12:35:00,0.65,14606.0,United Kingdom
551584,23284,DOORMAT KEEP CALM AND COME IN,2,2011-05-03 11:22:00,7.95,15620.0,United Kingdom
560882,22798,ANTIQUE GLASS DRESSING TABLE POT,8,2011-07-21 15:47:00,2.95,17213.0,United Kingdom
549306,22423,REGENCY CAKESTAND 3 TIER,2,2011-04-08 08:48:00,12.75,16837.0,United Kingdom
545797,82580,BATHROOM METAL SIGN,3,2011-03-07 12:17:00,0.55,16225.0,United Kingdom
542929,21975,PACK OF 60 DINOSAUR CAKE CASES,1,2011-02-02 10:34:00,0.55,17811.0,United Kingdom
553860,21136,PAINTED METAL PEARS ASSORTED,6,2011-05-19 13:57:00,1.69,17841.0,United Kingdom
571461,47503A,ASS FLORAL PRINT MULTI SCREWDRIVER,1,2011-10-17 14:12:00,0.42,16932.0,United Kingdom
553035,22798,ANTIQUE GLASS DRESSING TABLE POT,1,2011-05-12 20:13:00,2.95,17337.0,United Kingdom
566163,22492,MINI PAINT SET VINTAGE ,36,2011-09-09 11:48:00,0.65,12637.0,France
578262,23349,ROLL WRAP VINTAGE CHRISTMAS,2,2011-11-23 13:27:00,1.25,18283.0,United Kingdom
579103,22571,ROCKING HORSE RED CHRISTMAS ,2,2011-11-28 11:39:00,0.85,18041.0,United Kingdom
542836,21355,TOAST ITS - I LOVE YOU ,5,2011-02-01 11:31:00,1.25,16745.0,United Kingdom
559106,21034,REX CASH+CARRY JUMBO SHOPPER,1,2011-07-06 11:10:00,0.95,15889.0,United Kingdom
578926,22940,FELTCRAFT CHRISTMAS FAIRY,1,2011-11-27 12:24:00,4.25,18156.0,United Kingdom
574683,85185B,PINK HORSE SOCK PUPPET KIT,1,2011-11-06 12:50:00,2.95,16372.0,United Kingdom
547697,84378,SET OF 3 HEART COOKIE CUTTERS,12,2011-03-24 16:23:00,1.25,14348.0,United Kingdom
577504,23581,JUMBO BAG PAISLEY PARK,1,2011-11-20 12:36:00,2.08,14159.0,United Kingdom
553941,22794,SWEETHEART WIRE MAGAZINE RACK,2,2011-05-20 10:37:00,7.95,14334.0,United Kingdom
